"Name","LogicProjectile","ParentProjectileForSkin","Disabled","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","HideTime","Scale","RandomStartFrame","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnItem","SpawnAreaEffectTrail","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","ChainBullet","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","OnCreateAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock004Projectile","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_004_atk_blue.scw","sc3d/brock_004_atk_red.scw","brock_004_atk_tail_blue","brock_004_atk_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_004_atk_area","BurnMainAttackWater","","","","brock_004_atk_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock004UltiProjectile","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_004_atk_blue.scw","sc3d/brock_004_atk_red.scw","brock_004_ulti_tail","brock_004_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_004_ulti_area","","","","","brock_004_ulti_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock005Projectile","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_005_atk_blue.scw","sc3d/brock_005_atk_red.scw","brock_def_atk_tail_blue","brock_def_atk_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_def_atk_area","BurnMainAttack","","","","brock_def_atk_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock005UltiProjectile","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_005_atk_blue.scw","sc3d/brock_005_atk_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_def_ulti_area","","","","","brock_def_ulti_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock006Projectile","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_006_atk_blue.scw","sc3d/brock_006_atk_red.scw","brock_def_atk_tail_blue","brock_def_atk_tail_red","","shadow_rocket_small_blue","shadow_rocket_small_red","","","","","brock_006_atk_reached","brock_006_atk_reached","brock_006_atk_reached","","0","100","","","","","Brock_def_atk_area","BurnMainAttack","","","","brock_def_atk_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock006UltiProjectile","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_006_atk_blue.scw","sc3d/brock_006_atk_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","brock_006_ult","","0","100","","","","","Brock_def_ulti_area","","","","","brock_def_ulti_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock007Projectile","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_007_atk.scw","sc3d/brock_007_atk_red.scw","brock_007_prj_glow","brock_007_prj_glow_red","","brock_007_shadow","brock_007_shadow_red","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_007_atk_area","BurnMainAttackElec","","","","brock_007_atk_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock007UltiProjectile","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_007_ulti.scw","sc3d/brock_007_ulti_red.scw","willow_def_atk_projectile_glow","willow_def_atk_projectile_glow_red","","brock_007_ulti_shadow","brock_007_ulti_shadow_red","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_007_ulti_area","","","","","brock_007_atk_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock008Projectile","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","","","brock_008_atk_projectile","brock_008_atk_projectile_red","shadow_normal_circle_big","","","","","","","brock_008_atk_reached","brock_008_atk_reached","brock_008_atk_reached","","0","100","","","","","Brock_008_atk_area","BurnMainAttackAngry","","","","brock_008_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock008UltiProjectile","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","","","brock_008_ulti_projectile","brock_008_ulti_projectile_red","shadow_normal_circle","","","","","","","gen_no_hit","gen_no_hit","gen_no_hit","","0","85","","","","","Brock_008_ulti_area","","","","","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock009Projectile","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_009_atk.scw","sc3d/brock_009_atk_red.scw","brock_009_atk_glow","brock_009_atk_glow_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_009_atk_area","BurnMainAttackHacker","","","","brock_009_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock009UltiProjectile","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_009_atk.scw","sc3d/brock_009_atk_red.scw","gen_particle_empty","gen_particle_empty","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","85","","","","","Brock_009_ulti_area","","","","","brock_009_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010ProjectileRed","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_010_atk.scw","sc3d/brock_010_atk_red.scw","brock_def_atk_tail_blue","brock_def_atk_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_010_atk_area","BurnMainAttackRangerRed","","","","brock_def_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010ProjectileBlue","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_010_atk.scw","sc3d/brock_010_atk_red.scw","brock_def_atk_tail_blue","brock_def_atk_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_010_atk_area","BurnMainAttackRangerBlue","","","","brock_def_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010ProjectileYellow","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_010_atk.scw","sc3d/brock_010_atk_red.scw","brock_def_atk_tail_blue","brock_def_atk_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_010_atk_area","BurnMainAttackRangerYellow","","","","brock_def_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010ProjectilePink","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_010_atk.scw","sc3d/brock_010_atk_red.scw","brock_def_atk_tail_blue","brock_def_atk_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_010_atk_area","BurnMainAttackRangerPink","","","","brock_def_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010ProjectileBlack","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler.sc","sc3d/brock_010_atk.scw","sc3d/brock_010_atk_red.scw","brock_def_atk_tail_blue","brock_def_atk_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Brock_010_atk_area","BurnMainAttackRangerBlack","","","","brock_def_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010UltiProjectileRed","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_010_ulti.scw","sc3d/brock_010_ulti_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_010_ulti_area_red","","","","","brock_def_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010UltiProjectileBlue","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_010_ulti.scw","sc3d/brock_010_ulti_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_010_ulti_area_blue","","","","","brock_def_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010UltiProjectileYellow","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_010_ulti.scw","sc3d/brock_010_ulti_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_010_ulti_area_yellow","","","","","brock_def_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010UltiProjectilePink","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_010_ulti.scw","sc3d/brock_010_ulti_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_010_ulti_area_pink","","","","","brock_def_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock010UltiProjectileBlack","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler.sc","sc3d/brock_010_ulti.scw","sc3d/brock_010_ulti_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_010_ulti_area_black","","","","","brock_def_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock011Projectile","RocketGirlProjectile","RocketGirlProjectile","","sc/effects_brawler_brock.sc","sc3d/brock_011_projectile_blue_geo.glb","sc3d/brock_011_projectile_red_geo.glb","brock_011_atk_tail","brock_011_atk_tail_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Brock_011_atk_area","BurnMainAttackSteampunk","","","","brock_011_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brock011UltiProjectile","RocketGirlUltiProjectile","RocketGirlUltiProjectile","","sc/effects_brawler_brock.sc","sc3d/brock_011_ulti_projectile_blue_geo.glb","sc3d/brock_011_ulti_projectile_red_geo.glb","brock_011_ulti_tail","brock_011_ulti_tail_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","85","","","","","Brock_011_ulti_area","","","","","brock_011_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeProjectile","TrickshotDudeProjectile","","","sc/effects_brawler.sc","","","rico_def_atk_bullet_blue","rico_def_atk_bullet_red","shadow_normal_circle","","","","","","","Trickshot_hit_env","Gen_hit","rico_def_atk_reached","","0","130","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
